key, val, gasprice, latency
key-60, 3, 60, 17.75
key-60, 2, 60, 14.696000099182129
key-60, 1, 60, 25.164999961853027
key-60, 3, 60, 26.944000005722046
key-60, 3, 60, 9.628000020980835
key-61, 4, 61, 63.84599995613098
key-61, 5, 61, 30.707000017166138
key-61, 6, 61, 33.65300011634827
key-61, 6, 61, 26.687000036239624
key-61, 0, 61, 37.95599985122681
key-62, 8, 62, 6.6000001430511475
key-62, 3, 62, 128.06500005722046
key-62, 8, 62, 4.742999792098999
key-62, 0, 62, 127.87000012397766
key-62, 3, 62, 69.71399998664856
key-63, 5, 63, 13.608999967575073
key-63, 8, 63, 6.7230000495910645
key-63, 6, 63, 21.89199995994568
key-63, 9, 63, 87.71099996566772
key-63, 5, 63, 65.6729998588562
key-64, 2, 64, 17.877000093460083
key-64, 8, 64, 53.73399996757507
key-64, 3, 64, 75.72699999809265
key-64, 7, 64, 18.59000015258789
key-64, 4, 64, 13.575000047683716
key-65, 2, 65, 9.567999839782715
key-65, 3, 65, 48.718000173568726
key-65, 9, 65, 7.599999904632568
key-65, 2, 65, 23.771999835968018
key-65, 2, 65, 131.42900013923645
key-66, 1, 66, 8.575999975204468
key-66, 3, 66, 90.0329999923706
key-66, 4, 66, 27.140000104904175
key-66, 4, 66, 34.6489999294281
key-66, 5, 66, 122.77999997138977
key-67, 0, 67, 28.884999990463257
key-67, 9, 67, 5.276000022888184
key-67, 3, 67, 54.818000078201294
key-67, 0, 67, 44.657999992370605
key-67, 2, 67, 23.103999853134155
key-68, 8, 68, 3.9680001735687256
key-68, 1, 68, 57.08199977874756
key-68, 0, 68, 29.772000074386597
key-68, 2, 68, 50.71000003814697
key-68, 0, 68, 15.582000017166138
key-69, 2, 69, 7.898000001907349
key-69, 1, 69, 103.01899981498718
key-69, 8, 69, 81.8420000076294
key-69, 6, 69, 16.598999977111816
key-69, 1, 69, 113.98200011253357
key-70, 6, 70, 33.79699993133545
key-70, 1, 70, 15.569000005722046
key-70, 8, 70, 3.570000171661377
key-70, 0, 70, 27.813999891281128
key-70, 9, 70, 56.26300001144409
key-71, 6, 71, 9.754000186920166
key-71, 6, 71, 12.584999799728394
key-71, 4, 71, 75.06599998474121
key-71, 5, 71, 22.62000012397766
key-71, 6, 71, 12.575999975204468
key-72, 9, 72, 44.669999837875366
key-72, 7, 72, 3.5920000076293945
key-72, 4, 72, 19.97599983215332
key-72, 3, 72, 59.665000200271606
key-72, 2, 72, 67.73900008201599
key-73, 3, 73, 3.5970001220703125
key-73, 2, 73, 24.76199984550476
key-73, 8, 73, 27.807000160217285
key-73, 0, 73, 17.60699987411499
key-73, 7, 73, 83.65100002288818
key-74, 3, 74, 8.569000005722046
key-74, 1, 74, 52.7020001411438
key-74, 6, 74, 160.8329999446869
key-74, 1, 74, 7.63100004196167
key-74, 2, 74, 16.592000007629395
key-75, 7, 75, 29.647000074386597
key-75, 0, 75, 10.585000038146973
key-75, 7, 75, 6.619999885559082
key-75, 4, 75, 25.631999969482422
key-75, 4, 75, 6.815000057220459
key-76, 0, 76, 4.985000133514404
key-76, 0, 76, 15.710000038146973
key-76, 3, 76, 59.746999979019165
key-76, 4, 76, 13.592000007629395
key-76, 5, 76, 40.64999985694885
key-77, 7, 77, 25.59500002861023
key-77, 4, 77, 39.77300000190735
key-77, 9, 77, 77.87800002098083
key-77, 5, 77, 26.97099995613098
key-77, 0, 77, 28.784000158309937
key-78, 2, 78, 29.634000062942505
key-78, 7, 78, 27.85800004005432
key-78, 6, 78, 66.81200003623962
key-78, 3, 78, 16.628999948501587
key-78, 2, 78, 13.858999967575073
key-79, 5, 79, 115.99600005149841
key-79, 5, 79, 43.84699988365173
key-79, 9, 79, 27.66200017929077
key-79, 7, 79, 43.89299988746643
key-79, 1, 79, 61.25
key-80, 8, 80, 26.156999826431274
key-80, 4, 80, 25
key-80, 4, 80, 23.776000022888184
key-80, 7, 80, 22.611999988555908
key-80, 6, 80, 15.166000127792358
key-81, 8, 81, 84.03499984741211
key-81, 5, 81, 9.573000192642212
key-81, 0, 81, 4.550999879837036
key-81, 5, 81, 51.67300009727478
key-81, 9, 81, 8.677000045776367
key-82, 5, 82, 31.66000008583069
key-82, 8, 82, 20.806999921798706
key-82, 0, 82, 31.687999963760376
key-82, 4, 82, 7.696000099182129
key-82, 0, 82, 15.805000066757202
key-83, 4, 83, 25.74899983406067
key-83, 1, 83, 34.90000009536743
key-83, 8, 83, 4.947999954223633
key-83, 5, 83, 37.30399990081787
key-83, 3, 83, 34.80000019073486
key-84, 5, 84, 36.69000005722046
key-84, 6, 84, 27.6010000705719
key-84, 6, 84, 15.82099986076355
key-84, 0, 84, 31.98900008201599
key-84, 6, 84, 5.051000118255615
key-85, 6, 85, 6.6549999713897705
key-85, 5, 85, 6.932000160217285
key-85, 1, 85, 33.83199977874756
key-85, 4, 85, 3.9050002098083496
key-85, 4, 85, 54.96799993515015
key-86, 7, 86, 17.84599995613098
key-86, 9, 86, 29.147000074386597
key-86, 7, 86, 11.711999893188477
key-86, 5, 86, 27.72699999809265
key-86, 8, 86, 30.80400013923645
key-87, 7, 87, 21.710999965667725
key-87, 0, 87, 37.831000089645386
key-87, 6, 87, 3.990000009536743
key-87, 2, 87, 28.01699995994568
key-87, 3, 87, 103.01600003242493
key-88, 5, 88, 82.86299991607666
key-88, 5, 88, 45.848000049591064
key-88, 9, 88, 4.993000030517578
key-88, 6, 88, 9.79200005531311
key-88, 5, 88, 24.368000030517578
key-89, 5, 89, 59.003000020980835
key-89, 3, 89, 9.586999893188477
key-89, 3, 89, 42.092000007629395
key-89, 9, 89, 29.89199995994568
key-89, 4, 89, 5.963000059127808
key-90, 0, 90, 8.751999855041504
key-90, 4, 90, 34.293999910354614
key-90, 2, 90, 15.996000051498413
key-90, 3, 90, 5.586999893188477
key-90, 8, 90, 13.58299994468689
key-91, 6, 91, 11.78600001335144
key-91, 1, 91, 22.847000122070312
key-91, 8, 91, 8.661999940872192
key-91, 0, 91, 5.562999963760376
key-91, 0, 91, 8.771000146865845
key-92, 5, 92, 32.60199999809265
key-92, 8, 92, 43.92400002479553
key-92, 5, 92, 45.81699991226196
key-92, 8, 92, 40.05199980735779
key-92, 9, 92, 7.950999975204468
key-93, 1, 93, 23.227999925613403
key-93, 0, 93, 12.69700002670288
key-93, 7, 93, 53.82099986076355
key-93, 1, 93, 9.615000009536743
key-93, 3, 93, 115.04900002479553
key-94, 1, 94, 69.00200009346008
key-94, 7, 94, 140.86500000953674
key-94, 5, 94, 23.60199999809265
key-94, 4, 94, 14.575000047683716
key-94, 6, 94, 9.566999912261963
key-95, 0, 95, 16.615000009536743
key-95, 9, 95, 58.6470000743866
key-95, 3, 95, 32.8289999961853
key-95, 5, 95, 8.846999883651733
key-95, 7, 95, 20.38700008392334
key-96, 0, 96, 57.97000002861023
key-96, 1, 96, 48.055999994277954
key-96, 3, 96, 11.795000076293945
key-96, 5, 96, 81.95099997520447
key-96, 9, 96, 46.57499980926514
key-97, 9, 97, 16.240999937057495
key-97, 9, 97, 12.617000102996826
key-97, 2, 97, 26.60099983215332
key-97, 6, 97, 3.5889999866485596
key-97, 5, 97, 149.17400002479553
key-98, 1, 98, 6.013000011444092
key-98, 4, 98, 17.81499981880188
key-98, 0, 98, 20.802000045776367
key-98, 4, 98, 148.00099992752075
key-98, 9, 98, 3.0889999866485596
key-99, 1, 99, 11.075999975204468
key-99, 8, 99, 4.746999979019165
key-99, 2, 99, 61.88499999046326
key-99, 7, 99, 12.900999784469604
key-99, 2, 99, 24.65500020980835
key-100, 8, 100, 5.703999996185303
key-100, 8, 100, 24.69599986076355
key-100, 8, 100, 41.193000078201294
key-100, 8, 100, 53.819000005722046
key-60, 5, 60, 30.825999975204468
key-60, 8, 60, 80.72199988365173
key-60, 0, 60, 33.62700009346008
key-60, 3, 60, 49.728999853134155
key-60, 6, 60, 30.639000177383423
key-61, 2, 61, 79.64999985694885
key-61, 2, 61, 9.677000045776367
key-61, 8, 61, 20.70300006866455
key-61, 3, 61, 3.5959999561309814
key-61, 3, 61, 9.585000038146973
key-62, 7, 62, 73.6159999370575
key-62, 9, 62, 87.64400005340576
key-62, 7, 62, 52.71000003814697
key-62, 8, 62, 55.62299990653992
key-62, 7, 62, 17.63100004196167
key-63, 9, 63, 11.655999898910522
key-63, 7, 63, 11.598999977111816
key-63, 1, 63, 61.64099979400635
key-63, 3, 63, 9.747000217437744
key-63, 0, 63, 18.66599988937378
key-64, 5, 64, 15.670000076293945
key-64, 6, 64, 8.694000005722046
key-64, 0, 64, 23.318000078201294
key-64, 7, 64, 19.5479998588562
key-64, 6, 64, 36.64999985694885
key-65, 1, 65, 45.68600010871887
key-65, 4, 65, 14.587999820709229
key-65, 7, 65, 27.610000133514404
key-65, 7, 65, 146.44799995422363
key-65, 8, 65, 18.605000019073486
key-66, 9, 66, 34.67900013923645
key-66, 7, 66, 27.836999893188477
key-66, 9, 66, 76.64200019836426
key-66, 4, 66, 6.609999895095825
key-66, 9, 66, 7.607000112533569
key-67, 1, 67, 10.60099983215332
key-67, 1, 67, 21.597000122070312
key-67, 4, 67, 15.610000133514404
key-67, 2, 67, 130.43499994277954
key-67, 9, 67, 38.71000003814697
key-68, 4, 68, 155.7260000705719
key-68, 5, 68, 168.7059998512268
key-68, 3, 68, 36.694000005722046
key-68, 5, 68, 4.633000135421753
key-68, 3, 68, 50.65599989891052
key-69, 2, 69, 11.671000003814697
key-69, 5, 69, 8.597000122070312
key-69, 2, 69, 22.641000032424927
key-69, 4, 69, 13.757999897003174
key-69, 2, 69, 17.633000135421753
key-70, 7, 70, 4.608000040054321
key-70, 3, 70, 44.621999979019165
key-70, 6, 70, 35.617000102996826
key-70, 5, 70, 33.611000061035156
key-70, 5, 70, 52.62899994850159
key-71, 8, 71, 11.638000011444092
key-71, 4, 71, 18.664000034332275
key-71, 1, 71, 51.69200015068054
key-71, 3, 71, 4.58899998664856
key-71, 9, 71, 33.64199995994568
key-72, 7, 72, 15.694999933242798
key-72, 5, 72, 34.75500011444092
key-72, 6, 72, 21.93400001525879
key-72, 4, 72, 75.75300002098083
key-72, 2, 72, 24.624000072479248
key-73, 1, 73, 42.59999990463257
key-73, 2, 73, 18.617000102996826
key-73, 5, 73, 23.676999807357788
key-73, 4, 73, 15.598000049591064
key-73, 0, 73, 60.65400004386902
key-74, 5, 74, 9.684999942779541
key-74, 9, 74, 6.6549999713897705
key-74, 2, 74, 14.657999992370605
key-74, 6, 74, 32.65499997138977
key-74, 2, 74, 22.64800000190735
key-75, 7, 75, 61.63499999046326
key-75, 1, 75, 39.73099994659424
key-75, 7, 75, 17.657000064849854
key-75, 3, 75, 48.72200012207031
key-75, 6, 75, 48.75999999046326
key-76, 2, 76, 13.587000131607056
key-76, 2, 76, 128.65599989891052
key-76, 6, 76, 6.601000070571899
key-76, 8, 76, 31.693000078201294
key-76, 3, 76, 109.67700004577637
key-77, 0, 77, 41.620999813079834
key-77, 0, 77, 6.5940001010894775
key-77, 6, 77, 4.700000047683716
key-77, 8, 77, 39.59500002861023
key-77, 0, 77, 40.73399996757507
key-78, 2, 78, 6.6559998989105225
key-78, 7, 78, 6.5970001220703125
key-78, 9, 78, 102.66899991035461
key-78, 2, 78, 26.599000215530396
key-78, 8, 78, 37.61399984359741
key-79, 3, 79, 14.59000015258789
key-79, 6, 79, 79.62999987602234
key-79, 8, 79, 66.71600008010864
key-79, 2, 79, 22.592999935150146
key-79, 9, 79, 44.587000131607056
key-80, 8, 80, 40.62599992752075
key-80, 4, 80, 95.65499997138977
key-80, 2, 80, 24.599000215530396
key-80, 9, 80, 69.73499989509583
key-80, 2, 80, 87.68600010871887
key-81, 2, 81, 50.64199995994568
key-81, 3, 81, 78.65599989891052
key-81, 5, 81, 11.082000017166138
key-81, 7, 81, 22.59999990463257
key-81, 7, 81, 8.620000123977661
key-82, 1, 82, 73.6710000038147
key-82, 4, 82, 14.703999996185303
key-82, 0, 82, 191.76399993896484
key-82, 3, 82, 26.687000036239624
key-82, 5, 82, 3.7839999198913574
key-83, 4, 83, 7.613000154495239
key-83, 5, 83, 29.643999814987183
key-83, 4, 83, 44.62600016593933
key-83, 4, 83, 15.763000011444092
key-83, 8, 83, 16.622999906539917
key-84, 0, 84, 37.63700008392334
key-84, 5, 84, 123.69199991226196
key-84, 2, 84, 73.61700010299683
key-84, 4, 84, 125.67899990081787
key-84, 4, 84, 9.707000017166138
key-85, 9, 85, 76.68099999427795
key-85, 4, 85, 47.63700008392334
key-85, 1, 85, 136.70300006866455
key-85, 3, 85, 15.60699987411499
key-85, 5, 85, 50.75800013542175
key-86, 3, 86, 31.68999981880188
key-86, 7, 86, 10.622999906539917
key-86, 4, 86, 28.687000036239624
key-86, 6, 86, 18.91599988937378
key-86, 9, 86, 48.62100005149841
key-87, 7, 87, 49.65499997138977
key-87, 0, 87, 20.610000133514404
key-87, 9, 87, 56.63699984550476
key-87, 3, 87, 10.603999853134155
key-87, 5, 87, 9.604000091552734
key-88, 1, 88, 17.61899995803833
key-88, 4, 88, 129.70900011062622
key-88, 3, 88, 34.74499988555908
key-88, 8, 88, 8.602999925613403
key-88, 7, 88, 20.586000204086304
key-89, 9, 89, 17.63099980354309
key-89, 7, 89, 10.586000204086304
key-89, 7, 89, 20.616999864578247
key-89, 3, 89, 70.68799996376038
key-89, 6, 89, 89.67700004577637
key-90, 5, 90, 12.605999946594238
key-90, 3, 90, 134.59400010108948
key-90, 8, 90, 59.66499996185303
key-90, 9, 90, 131.70800018310547
key-90, 5, 90, 16.71499991416931
key-91, 5, 91, 29.592000007629395
key-91, 9, 91, 95.66199994087219
key-91, 0, 91, 18.633000135421753
key-91, 1, 91, 93.63099980354309
key-91, 1, 91, 36.610000133514404
key-92, 9, 92, 13.598000049591064
key-92, 0, 92, 93.6489999294281
key-92, 3, 92, 54.6470000743866
key-92, 8, 92, 8.628000020980835
key-92, 7, 92, 15.661999940872192
key-93, 8, 93, 57.67300009727478
key-93, 6, 93, 6.648999929428101
key-93, 2, 93, 15.608999967575073
key-93, 5, 93, 27.621999979019165
key-93, 4, 93, 25.719000101089478
key-94, 2, 94, 118.67199993133545
key-94, 9, 94, 21.703999996185303
key-94, 3, 94, 30.640000104904175
key-94, 9, 94, 57.63199996948242
key-94, 5, 94, 59.62400007247925
key-95, 3, 95, 53.759000062942505
key-95, 7, 95, 60.66499996185303
key-95, 4, 95, 74.7170000076294
key-95, 5, 95, 14.57800006866455
key-95, 5, 95, 72.95700001716614
key-96, 9, 96, 32.70700001716614
key-96, 3, 96, 79.75800013542175
key-96, 1, 96, 32.68599987030029
key-96, 1, 96, 39.621999979019165
key-96, 7, 96, 19.625999927520752
key-97, 1, 97, 8.657000064849854
key-97, 5, 97, 62.740999937057495
key-97, 8, 97, 3.624000072479248
key-97, 2, 97, 30.66100001335144
key-97, 5, 97, 7.585999965667725
key-98, 1, 98, 5.677000045776367
key-98, 7, 98, 87.72300004959106
key-98, 1, 98, 36.69099998474121
key-98, 6, 98, 9.610000133514404
key-98, 3, 98, 22.621999979019165
key-99, 8, 99, 27.63599991798401
key-99, 5, 99, 19.736999988555908
key-99, 7, 99, 7.627000093460083
key-99, 8, 99, 79.72000002861023
key-99, 4, 99, 28.62999987602234
key-100, 1, 100, 102.72299981117249
key-100, 8, 100, 71.67200016975403
key-100, 0, 100, 11.622999906539917
key-100, 6, 100, 20.594000101089478